(0.0),(0.1),(0.2),(0.3),(0.4),(0.5),(0.6),(0.7),(0.8),(0.9),(1.0),(1.1),(1.2),(1.3),(1.4),(1.5),(1.6),(1.7),(1.8),(1.9),(2.0),(2.1),(2.2),(2.3),(2.4),(2.5),(2.6),(2.7),(2.8),(2.9),(3.0),(3.1),(3.2),(3.3),(3.4),(3.5),(3.6),(3.7),(3.8),(3.9),(4.0),(4.1),(4.2),(4.3),(4.4),(4.5),(4.6),(4.7),(4.8),(4.9),(5.0),(5.1),(5.2),(5.3),(5.4),(5.5),(5.6),(5.7),(5.8),(5.9),(6.0),(6.1),(6.2),(6.3),(6.4),(6.5),(6.6),(6.7),(6.8),(6.9),(7.0),(7.1),(7.2),(7.3),(7.4),(7.5),(7.6),(7.7),(7.8),(7.9),(8.0),(8.1),(8.2),(8.3),(8.4),(8.5),(8.6),(8.7),(8.8),(8.9),(9.0),(9.1),(9.2),(9.3),(9.4),(9.5),(9.6),(9.7),(9.8),(9.9)
3686,4,1,4,4,6,12,2,0,0,1,4195,9,1,1,2,2,3,1,1,83,106,3458,16,15,12,4,50,13,3,23,56,70,3655,7,44,1,23,22,15,5,77,6,0,3470,1,17,12,2,75,36,22,9,284,27,2967,40,7,9,15,79,23,8,4,19,61,3525,1,3,1,7,97,61,6,49,2,1,3712,0,26,39,89,60,238,38,185,27,46,2904,31,30,29,20,44,233,23,1,249,17,3124
3683,4,2,0,1,9,18,0,1,1,0,4195,7,0,2,1,3,7,1,0,74,122,3461,12,9,3,11,60,6,2,16,38,69,3682,5,45,6,24,20,11,9,72,9,1,3455,1,22,14,1,81,32,28,4,218,23,3056,32,3,8,12,72,9,3,1,16,63,3560,0,0,0,10,85,26,7,47,3,1,3738,0,44,39,93,59,222,37,178,44,45,2916,24,25,32,10,52,257,17,6,211,22,3138
3692,2,5,0,1,6,12,1,0,0,0,4198,4,3,1,0,3,3,1,3,69,133,3441,19,9,10,3,63,9,4,28,31,60,3682,2,48,1,30,19,15,7,65,5,5,3447,2,19,15,0,100,34,17,2,245,26,3032,27,7,10,16,49,20,1,1,6,58,3588,0,1,0,3,94,22,5,44,15,1,3739,0,38,33,109,61,217,45,190,33,26,2919,24,33,16,7,61,212,24,5,243,10,3159
3681,2,3,2,0,4,20,0,3,4,0,4192,7,2,5,1,1,7,0,1,72,124,3457,23,6,2,3,61,8,4,18,36,84,3685,1,39,4,18,23,8,10,62,4,0,3455,1,17,27,0,89,35,43,5,267,22,2990,24,8,11,11,88,28,9,1,18,68,3511,0,1,0,7,106,22,16,68,6,0,3693,1,42,41,108,65,219,43,199,49,31,2877,25,28,31,13,51,241,24,4,195,20,3163
3680,1,6,2,1,11,15,2,0,1,0,4183,12,6,7,2,1,4,1,0,79,87,3482,22,7,9,5,54,13,2,19,26,64,3688,5,56,2,30,13,13,7,72,9,1,3475,1,14,12,2,72,33,22,2,228,22,3041,44,6,4,14,66,20,2,2,12,32,3588,0,2,0,8,73,28,5,45,8,0,3766,2,26,41,88,69,247,46,210,36,29,2874,17,29,31,11,41,304,22,4,271,14,3043
3685,2,0,3,0,9,16,1,3,0,1,4192,4,2,4,5,2,4,1,1,95,95,3448,39,5,6,4,55,11,2,12,45,78,3665,3,49,4,17,24,19,6,88,5,0,3431,0,14,17,3,101,30,31,6,223,23,3049,28,4,8,14,60,14,2,3,12,39,3593,0,1,0,3,101,21,16,43,3,3,3740,0,31,29,78,53,232,40,194,36,35,2922,38,26,26,9,52,251,16,8,202,13,3167
3683,2,2,2,0,6,16,2,1,5,0,4197,7,1,2,1,2,5,0,1,73,121,3455,17,4,1,6,71,6,6,18,37,81,3671,4,52,5,23,17,8,17,70,7,2,3448,3,14,15,1,88,48,27,8,319,23,2931,45,4,3,8,85,12,4,3,11,35,3574,0,0,0,12,110,22,12,43,4,1,3718,0,39,47,97,66,220,48,187,48,24,2882,38,33,35,12,55,257,24,1,250,17,3086
3698,2,2,3,2,7,4,0,1,0,1,4188,14,1,1,0,3,4,0,4,66,127,3447,19,10,10,3,59,15,4,9,38,73,3673,0,56,4,27,26,10,8,66,3,2,3488,0,17,18,0,63,21,35,4,240,21,3032,41,3,6,13,72,30,4,2,25,39,3551,1,0,0,6,129,30,12,37,1,0,3709,1,36,22,113,79,160,38,151,54,32,2973,35,29,34,8,54,267,22,0,270,20,3066
3691,0,5,2,2,6,9,3,1,0,2,4186,8,2,7,1,2,4,2,2,77,108,3463,29,11,4,7,46,12,3,22,51,66,3674,2,46,0,26,20,9,4,66,5,1,3483,3,15,11,0,77,29,29,3,238,23,3046,20,3,7,18,69,29,3,0,14,62,3546,0,1,0,5,99,29,13,35,3,0,3742,2,33,33,81,58,211,49,213,34,33,2922,23,26,32,15,43,306,14,6,249,19,3060
3683,2,4,3,1,6,17,2,1,0,0,4186,13,2,6,0,2,4,1,2,75,97,3499,15,6,0,0,60,5,3,13,37,68,3684,2,46,3,35,14,14,6,64,9,2,3482,2,8,13,2,77,44,29,13,237,12,3036,31,2,1,11,68,28,7,1,14,22,3583,0,1,0,7,112,48,10,47,3,0,3696,0,38,41,101,76,291,37,184,39,35,2823,30,21,31,18,46,250,16,6,274,13,3095
