(0.0),(0.1),(0.2),(0.3),(0.4),(0.5),(0.6),(0.7),(0.8),(0.9),(1.0),(1.1),(1.2),(1.3),(1.4),(1.5),(1.6),(1.7),(1.8),(1.9),(2.0),(2.1),(2.2),(2.3),(2.4),(2.5),(2.6),(2.7),(2.8),(2.9),(3.0),(3.1),(3.2),(3.3),(3.4),(3.5),(3.6),(3.7),(3.8),(3.9),(4.0),(4.1),(4.2),(4.3),(4.4),(4.5),(4.6),(4.7),(4.8),(4.9),(5.0),(5.1),(5.2),(5.3),(5.4),(5.5),(5.6),(5.7),(5.8),(5.9),(6.0),(6.1),(6.2),(6.3),(6.4),(6.5),(6.6),(6.7),(6.8),(6.9),(7.0),(7.1),(7.2),(7.3),(7.4),(7.5),(7.6),(7.7),(7.8),(7.9),(8.0),(8.1),(8.2),(8.3),(8.4),(8.5),(8.6),(8.7),(8.8),(8.9),(9.0),(9.1),(9.2),(9.3),(9.4),(9.5),(9.6),(9.7),(9.8),(9.9)
3425,0,1,1,0,4,11,1,1,0,0,3882,7,3,2,1,1,5,1,2,55,46,3311,11,5,1,6,36,9,1,10,17,62,3440,0,36,1,18,25,17,4,33,5,0,3282,0,8,14,3,45,20,19,8,155,11,2912,19,4,5,10,36,16,9,2,8,52,3324,0,1,0,4,56,28,11,43,3,0,3498,1,24,23,40,39,142,27,103,32,25,2937,18,27,23,9,36,199,12,6,127,25,3026
3423,1,4,1,0,8,6,0,1,0,0,3885,6,2,4,0,0,1,1,5,40,50,3307,18,3,3,2,47,8,3,14,36,55,3440,3,23,2,25,15,13,5,35,3,1,3276,0,9,7,2,56,22,10,3,157,10,2917,28,2,6,8,47,13,5,1,4,37,3340,0,1,0,2,67,51,8,50,1,1,3455,1,32,26,41,40,157,21,144,29,28,2878,22,19,12,9,46,192,28,1,154,22,3007
3411,1,2,1,1,4,16,4,3,1,0,3882,7,3,3,0,2,5,2,0,50,46,3311,12,3,6,8,32,7,6,9,34,55,3448,1,31,1,19,19,9,2,42,5,0,3245,1,20,10,0,69,17,8,3,160,8,2925,25,2,4,11,27,18,2,1,6,28,3365,0,1,0,4,55,32,7,34,6,1,3498,0,31,18,41,41,153,25,148,31,15,2899,15,11,15,9,45,175,18,7,130,29,3051
3416,1,5,1,2,7,11,1,0,0,0,3882,10,4,1,0,0,4,0,3,55,54,3296,6,4,3,2,48,8,5,15,17,60,3450,0,39,1,18,18,8,4,41,9,1,3244,0,17,8,2,68,19,12,3,170,12,2899,32,4,6,6,35,20,2,0,10,42,3339,0,0,0,5,55,26,11,34,3,1,3501,1,31,25,62,43,156,29,129,33,20,2866,23,24,21,9,41,218,26,1,142,21,2987
3417,1,3,0,0,8,13,0,1,1,1,3868,12,3,8,1,1,5,1,4,42,56,3293,14,1,2,5,58,8,2,11,18,76,3431,3,31,3,16,26,11,6,43,9,0,3251,0,17,6,0,62,23,10,2,149,12,2920,33,1,3,10,59,6,9,1,5,34,3333,0,1,0,6,65,24,6,44,2,1,3489,0,31,26,47,47,153,33,132,33,24,2872,19,18,15,19,39,166,26,3,150,14,3040
3414,2,3,0,0,4,20,1,0,0,1,3873,14,1,6,2,3,4,0,0,48,38,3330,11,3,2,1,36,11,1,9,20,61,3442,4,36,2,18,24,10,10,35,2,1,3265,4,6,15,1,55,17,15,5,166,15,2897,26,5,5,12,53,9,7,1,8,26,3342,0,2,0,9,68,25,7,38,4,0,3497,1,19,20,52,45,155,30,140,36,23,2863,22,21,18,13,50,177,28,3,158,15,3007
