(0.0),(0.1),(0.2),(0.3),(0.4),(0.5),(0.6),(0.7),(0.8),(0.9),(1.0),(1.1),(1.2),(1.3),(1.4),(1.5),(1.6),(1.7),(1.8),(1.9),(2.0),(2.1),(2.2),(2.3),(2.4),(2.5),(2.6),(2.7),(2.8),(2.9),(3.0),(3.1),(3.2),(3.3),(3.4),(3.5),(3.6),(3.7),(3.8),(3.9),(4.0),(4.1),(4.2),(4.3),(4.4),(4.5),(4.6),(4.7),(4.8),(4.9),(5.0),(5.1),(5.2),(5.3),(5.4),(5.5),(5.6),(5.7),(5.8),(5.9),(6.0),(6.1),(6.2),(6.3),(6.4),(6.5),(6.6),(6.7),(6.8),(6.9),(7.0),(7.1),(7.2),(7.3),(7.4),(7.5),(7.6),(7.7),(7.8),(7.9),(8.0),(8.1),(8.2),(8.3),(8.4),(8.5),(8.6),(8.7),(8.8),(8.9),(9.0),(9.1),(9.2),(9.3),(9.4),(9.5),(9.6),(9.7),(9.8),(9.9)
3391,2,5,0,0,10,31,0,3,2,0,3881,6,3,3,0,2,4,1,4,64,128,3101,25,10,5,17,102,22,7,10,36,25,3379,2,58,9,36,35,36,3,79,1,0,3078,0,20,13,0,200,23,46,2,75,18,2898,45,6,9,41,38,26,2,0,11,24,3343,1,3,0,4,122,10,1,12,0,1,3441,0,77,29,113,16,121,22,80,24,23,2880,78,21,36,7,34,51,3,6,103,7,3222
3399,1,4,0,1,10,23,2,2,2,0,3877,7,2,4,0,3,6,2,3,45,152,3083,23,15,8,20,97,29,9,8,61,24,3372,2,45,9,44,25,36,3,85,0,0,3129,2,18,10,1,146,22,42,1,91,13,2890,50,6,4,44,37,29,0,1,8,22,3347,3,1,0,2,128,9,1,16,0,0,3458,1,53,29,130,10,127,23,112,27,23,2825,80,22,31,3,50,61,7,2,102,4,3208
3381,3,2,2,1,14,31,2,5,3,0,3880,9,1,3,1,3,3,1,3,51,154,3063,31,10,10,22,102,25,13,11,61,33,3356,3,41,9,48,29,35,0,83,0,0,3095,1,23,12,1,179,22,44,0,91,9,2892,48,3,8,46,35,32,2,0,2,19,3355,1,2,0,2,107,11,1,13,6,2,3436,0,90,27,110,11,127,22,108,24,17,2877,63,16,29,4,42,49,6,7,85,6,3246
3386,4,3,1,1,12,33,1,1,2,0,3881,7,4,1,0,3,5,2,1,53,158,3066,22,7,10,17,100,32,16,7,46,27,3372,1,55,8,38,44,28,4,75,2,0,3078,1,29,16,2,187,19,40,1,95,7,2890,58,4,9,40,35,24,3,0,7,30,3348,0,1,0,4,125,11,0,17,1,0,3441,0,69,22,129,9,121,23,94,25,22,2859,82,23,31,4,43,54,9,2,117,6,3201
3399,1,3,1,0,11,21,1,3,4,0,3878,7,3,4,0,4,4,1,3,51,153,3071,25,7,13,17,115,21,8,13,45,30,3354,2,50,11,44,41,36,4,83,1,0,3134,0,24,6,2,140,17,32,1,92,6,2914,50,3,9,39,42,23,5,0,6,24,3346,0,2,0,6,114,6,1,18,0,0,3450,0,73,23,109,11,124,25,99,30,26,2860,79,16,31,9,41,44,8,3,122,6,3210
3390,2,2,1,1,9,32,1,4,2,0,3880,10,2,4,0,4,3,0,1,55,137,3099,22,17,5,11,102,21,12,7,55,29,3386,3,44,2,47,20,33,2,75,3,0,3123,3,19,12,1,156,19,43,1,100,14,2873,48,8,6,51,52,18,2,0,6,16,3352,0,2,0,5,126,7,0,12,3,1,3438,1,75,21,123,19,117,25,92,34,19,2850,86,23,34,6,49,58,7,2,111,6,3194
