(0.0),(0.1),(0.2),(0.3),(0.4),(0.5),(0.6),(0.7),(0.8),(0.9),(1.0),(1.1),(1.2),(1.3),(1.4),(1.5),(1.6),(1.7),(1.8),(1.9),(2.0),(2.1),(2.2),(2.3),(2.4),(2.5),(2.6),(2.7),(2.8),(2.9),(3.0),(3.1),(3.2),(3.3),(3.4),(3.5),(3.6),(3.7),(3.8),(3.9),(4.0),(4.1),(4.2),(4.3),(4.4),(4.5),(4.6),(4.7),(4.8),(4.9),(5.0),(5.1),(5.2),(5.3),(5.4),(5.5),(5.6),(5.7),(5.8),(5.9),(6.0),(6.1),(6.2),(6.3),(6.4),(6.5),(6.6),(6.7),(6.8),(6.9),(7.0),(7.1),(7.2),(7.3),(7.4),(7.5),(7.6),(7.7),(7.8),(7.9),(8.0),(8.1),(8.2),(8.3),(8.4),(8.5),(8.6),(8.7),(8.8),(8.9),(9.0),(9.1),(9.2),(9.3),(9.4),(9.5),(9.6),(9.7),(9.8),(9.9)
3583,1,8,14,4,62,33,1,12,1,0,4171,12,10,3,6,1,4,6,3,54,29,3419,28,44,23,45,36,76,6,30,59,77,3253,15,98,14,26,310,34,8,19,33,4,3143,15,51,17,5,370,149,36,5,159,28,2878,53,1,52,55,66,14,19,1,17,76,3517,1,13,0,7,80,60,7,48,17,0,3577,6,159,33,45,37,178,46,114,27,13,3072,92,32,45,16,51,419,33,32,149,51,2942
3578,1,10,17,4,57,37,2,10,3,1,4153,15,11,6,1,14,2,10,3,55,28,3444,22,26,18,52,41,63,11,34,35,95,3266,18,96,19,30,284,39,7,16,33,3,3206,14,47,21,2,316,120,17,15,153,21,2945,54,3,42,46,73,6,23,1,8,63,3533,0,13,4,3,59,52,5,58,16,0,3575,10,183,41,52,27,215,38,131,41,19,3010,83,20,31,13,60,466,43,23,159,33,2922
3574,0,10,6,3,58,54,1,9,4,1,4156,15,13,6,4,6,4,6,5,49,36,3417,25,46,16,47,51,68,5,34,27,76,3288,14,107,13,32,282,43,5,13,26,4,3150,9,53,15,7,383,108,15,7,123,35,2957,45,4,57,65,44,17,11,0,14,69,3554,2,8,5,5,71,40,11,57,17,0,3594,11,155,29,56,42,147,49,149,25,18,3084,58,26,27,11,73,415,29,24,136,43,2986
3576,1,17,12,4,52,38,2,16,1,0,4163,13,6,4,0,10,5,8,7,54,38,3447,27,15,11,44,54,67,3,55,44,71,3280,15,97,11,28,266,49,6,18,32,6,3162,11,61,24,3,342,105,22,17,152,20,2947,46,7,61,39,56,25,35,1,10,34,3553,0,8,2,5,79,45,18,58,12,0,3563,8,173,35,63,26,186,37,133,35,17,3058,67,31,37,18,57,476,42,29,135,40,2905
3604,0,8,14,2,44,38,2,7,0,1,4153,15,6,4,4,11,2,12,8,54,19,3485,27,12,21,42,50,44,6,36,28,90,3278,33,117,16,38,239,41,2,13,30,3,3181,41,47,19,6,323,148,17,6,116,17,2909,68,7,80,48,69,10,26,2,11,41,3550,0,11,4,4,56,52,2,59,21,1,3608,13,145,47,43,45,235,39,114,31,17,3031,55,26,32,12,58,537,40,28,162,47,2828
3546,0,7,26,1,69,46,3,14,7,0,4158,12,10,2,2,13,4,8,7,44,27,3468,30,29,12,42,46,55,7,35,51,78,3302,23,95,10,32,251,39,5,18,23,4,3153,17,47,22,11,365,111,20,7,170,27,2915,53,6,55,52,52,11,10,1,12,44,3566,1,22,5,3,67,41,6,40,11,2,3637,7,147,32,45,35,179,29,116,27,21,3069,104,18,32,4,61,439,30,25,140,36,2985
3559,0,14,11,3,75,44,1,10,2,0,4149,15,14,3,2,12,3,10,8,46,30,3422,26,27,16,52,53,79,9,38,48,81,3268,12,101,18,32,276,42,7,16,28,4,3130,26,48,24,0,382,123,17,17,187,27,2888,62,4,48,43,45,15,29,3,14,58,3552,1,5,2,7,78,47,2,48,17,1,3590,17,154,28,61,40,221,32,147,30,12,3003,83,30,46,19,58,459,38,27,139,35,2919
3559,0,11,23,6,61,46,1,9,3,1,4156,19,14,2,3,5,3,9,4,48,29,3413,35,46,29,38,49,65,8,29,34,92,3290,10,103,18,25,282,33,5,16,30,14,3164,8,40,21,4,363,107,28,7,162,28,2886,69,9,67,53,42,15,19,2,45,47,3541,0,7,6,3,83,50,11,50,14,1,3598,14,137,26,63,23,161,58,96,36,19,3101,74,27,40,16,62,471,42,21,154,50,2887
3560,0,11,16,6,69,41,4,11,1,0,4158,15,11,5,5,4,2,11,5,62,25,3416,39,20,12,57,58,63,8,39,39,93,3262,12,104,12,27,281,47,5,18,27,8,3174,16,55,23,8,331,124,25,7,157,17,2941,33,9,59,44,67,17,11,3,11,66,3541,1,3,4,5,69,50,5,42,5,1,3638,14,132,39,42,36,243,40,122,25,10,3024,76,19,32,7,66,462,32,42,159,50,2901
3572,1,11,11,2,65,39,2,11,5,0,4149,21,11,3,2,8,4,7,11,56,34,3470,28,20,13,39,39,55,6,28,41,96,3270,17,102,22,29,265,46,6,17,32,5,3163,14,44,18,5,361,110,28,5,148,30,2926,61,4,60,44,68,16,18,3,18,54,3530,0,12,5,3,72,46,11,44,17,0,3595,19,154,35,53,37,290,33,147,31,16,2946,69,26,34,12,70,457,33,20,166,49,2903
