(0.0),(0.1),(0.2),(0.3),(0.4),(0.5),(0.6),(0.7),(0.8),(0.9),(1.0),(1.1),(1.2),(1.3),(1.4),(1.5),(1.6),(1.7),(1.8),(1.9),(2.0),(2.1),(2.2),(2.3),(2.4),(2.5),(2.6),(2.7),(2.8),(2.9),(3.0),(3.1),(3.2),(3.3),(3.4),(3.5),(3.6),(3.7),(3.8),(3.9),(4.0),(4.1),(4.2),(4.3),(4.4),(4.5),(4.6),(4.7),(4.8),(4.9),(5.0),(5.1),(5.2),(5.3),(5.4),(5.5),(5.6),(5.7),(5.8),(5.9),(6.0),(6.1),(6.2),(6.3),(6.4),(6.5),(6.6),(6.7),(6.8),(6.9),(7.0),(7.1),(7.2),(7.3),(7.4),(7.5),(7.6),(7.7),(7.8),(7.9),(8.0),(8.1),(8.2),(8.3),(8.4),(8.5),(8.6),(8.7),(8.8),(8.9),(9.0),(9.1),(9.2),(9.3),(9.4),(9.5),(9.6),(9.7),(9.8),(9.9)
3392,1,3,0,1,8,34,2,2,1,0,3877,8,2,2,0,5,4,2,4,38,55,3251,14,6,1,12,75,24,5,8,21,32,3384,0,70,5,25,52,29,2,41,3,0,3143,0,19,13,1,172,18,22,4,59,9,2970,41,7,9,24,30,15,3,0,4,21,3370,1,4,0,4,80,15,2,16,0,1,3480,0,70,21,45,10,78,18,66,23,15,3070,40,14,26,12,29,57,6,9,66,16,3255
3401,1,3,0,0,9,25,2,2,1,1,3875,9,1,3,0,2,5,2,6,30,56,3246,13,5,2,20,71,33,5,8,37,36,3390,3,39,7,40,35,31,3,49,0,0,3168,2,19,8,1,144,13,9,1,70,6,2978,46,6,10,24,32,9,6,0,6,18,3374,3,0,0,1,84,17,0,17,0,2,3488,1,58,20,48,15,92,18,89,23,21,3006,54,20,19,8,46,72,15,2,81,11,3216
3384,2,1,1,1,10,37,2,5,1,0,3875,11,2,2,0,4,3,2,5,31,68,3226,22,7,5,21,67,26,8,6,35,37,3400,1,45,5,34,42,21,0,48,2,0,3158,1,28,6,1,150,8,15,1,77,6,2970,42,3,12,29,19,13,0,0,3,17,3391,1,4,0,2,62,11,1,12,5,1,3483,2,89,14,37,16,91,16,92,24,8,3048,40,12,14,5,41,47,11,9,71,10,3270
3392,3,5,2,0,10,26,2,2,2,0,3874,8,3,3,0,3,6,2,5,32,59,3230,11,4,6,18,83,28,10,6,24,35,3391,2,59,6,30,54,19,4,44,3,0,3125,0,32,7,1,178,10,21,2,83,10,2947,58,3,11,18,22,10,2,0,8,28,3377,0,1,0,4,76,17,2,11,1,1,3494,1,61,14,56,11,103,16,76,26,17,3016,51,19,21,5,39,52,12,3,74,15,3250
3404,0,3,1,1,10,21,0,2,2,1,3864,11,4,5,0,8,4,3,4,32,63,3223,18,2,7,15,87,29,5,7,24,41,3363,5,58,10,25,59,34,2,46,6,0,3172,2,24,3,1,138,11,11,2,66,3,2991,47,3,8,21,35,8,5,0,3,22,3373,0,2,0,5,79,10,2,23,1,0,3481,0,67,19,44,15,84,19,90,23,21,3032,39,17,18,12,36,57,11,2,71,6,3260
3392,2,3,1,1,10,28,1,5,1,0,3873,11,1,6,0,8,2,0,3,29,56,3268,14,11,6,7,66,19,5,1,28,36,3420,1,47,3,24,42,24,2,39,0,2,3174,1,16,7,1,152,13,21,1,72,16,2952,47,3,7,31,38,5,2,0,5,15,3379,0,4,0,7,74,9,0,16,2,1,3497,1,61,10,45,12,90,20,80,29,12,3035,53,24,22,8,42,71,11,3,79,9,3221
